property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,tulip monsella,sector 53,7.4,33199.0,4.0,4.0,3,21.0,Relatively New,2006.1,0.0,0.0,0.0,0.0,0.0,0.0,35.0
flat,ambience creacions,sector 22,4.8,19200.0,4.0,6.0,3,10.0,New Property,2250.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0
house,independant,sector 57,6.25,2778.0,9.0,9.0,3+,3.0,New Property,2660.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0
flat,shree vardhman flora,sector 90,0.8,5925.0,2.0,3.0,2,0.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,signature global synera,sector 81,0.4,6319.0,2.0,2.0,1,12.0,Relatively New,528.0525773195876,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,tulip violet,sector 69,1.9,9452.0,4.0,4.0,2,6.0,Relatively New,1581.5721649484535,0.0,0.0,1.0,0.0,0.0,0.0,174.0
flat,m3m merlin,sector 67,3.4,14418.0,3.0,4.0,3,17.0,Relatively New,2127.0618556701033,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,tulip leaf,sector 69,2.06,11386.0,3.0,3.0,3,16.0,Relatively New,1634.5360824742268,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,suncity heights,sector 54,3.25,14118.0,3.0,3.0,3,0.0,Old Property,2071.7999999999997,0.0,0.0,0.0,1.0,0.0,0.0,120.0
flat,smart world gems,sector 89,0.9,8159.0,2.0,2.0,2,3.0,New Property,994.9742268041238,1.0,0.0,0.0,0.0,1.0,1.0,95.0
flat,hcbs sports ville,sohna road,0.2,4219.0,1.0,1.0,1,3.0,New Property,473.99,0.0,0.0,0.0,0.0,0.0,1.0,71.0
flat,pivotal devaan,sector 84,0.27,7964.0,1.0,1.0,1,13.0,Relatively New,350.5525773195876,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,independant,sector 43,5.75,23662.0,4.0,4.0,2,4.0,Moderately Old,2430.0,0.0,1.0,1.0,0.0,0.0,0.0,153.0
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3.0,3.0,3,1.0,New Property,3067.0103092783506,0.0,0.0,0.0,0.0,0.0,0.0,99.0
house,independant,sector 12,0.38,4222.0,3.0,3.0,3,3.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,suposhaa smartworld orchard,sector 61,2.25,14525.0,3.0,3.0,2,3.0,New Property,1394.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,m3m merlin,sector 67,3.32,14079.0,3.0,4.0,3,8.0,New Property,2358.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,puri emerald bay,sector 104,2.55,10408.0,4.0,4.0,3,5.0,Relatively New,2072.5257731958764,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,breez global heights,sohna road,0.25,7002.0,1.0,1.0,1,1.0,Relatively New,347.37680412371134,0.0,0.0,0.0,0.0,0.0,1.0,57.0
flat,unitech fresco,sector 50,1.8,9589.0,3.0,4.0,3,6.0,Moderately Old,1870.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,denso haryana housing society,sector 1,0.9,4308.0,3.0,3.0,3,5.0,Moderately Old,1880.1,0.0,1.0,0.0,0.0,0.0,0.0,7.0
flat,orris aster court premier,sector 85,1.25,5896.0,3.0,4.0,2,6.0,Relatively New,1616.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,signature global park,sohna road,0.7,6071.0,3.0,3.0,3,2.0,Relatively New,1037.7,0.0,0.0,0.0,1.0,0.0,0.0,152.0
flat,unitech the residences,sector 33,1.55,9872.0,3.0,4.0,1,1.0,Relatively New,1416.2371134020618,0.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3.0,3.0,1,15.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,silverglades the melia,sohna road,0.75,5555.0,2.0,2.0,2,4.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0
flat,eldeco accolade,sohna road,0.96,6571.0,2.0,2.0,3,14.0,Relatively New,1039.20206185567,1.0,0.0,0.0,0.0,0.0,0.0,151.0
house,tata primanti,sector 72,8.6,12285.0,4.0,5.0,3+,3.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
flat,raheja revanta,sector 78,0.99,6100.0,2.0,2.0,3,14.0,Under Construction,1462.2422680412371,0.0,0.0,0.0,0.0,1.0,1.0,39.0
flat,godrej nature plus,sector 33,1.55,9955.0,3.0,2.0,3,8.0,New Property,1401.3,0.0,0.0,0.0,0.0,0.0,1.0,43.0
flat,raheja atlantis,sector 31,5.5,18688.0,4.0,5.0,3,1.0,Relatively New,2654.7680412371133,1.0,1.0,0.0,1.0,0.0,0.0,81.0
house,vipul tatvam villa,sector 48,8.5,26235.0,4.0,4.0,1,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
flat,ramsons kshitij,sector 95,0.4,5839.0,3.0,2.0,2,6.0,Relatively New,616.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,emaar mgf palm terraces,sector 66,4.5,10599.0,5.0,5.0,3,11.0,New Property,3310.5670103092784,0.0,1.0,0.0,0.0,0.0,0.0,105.0
flat,umang winter hills,sector 77,1.2,6586.0,3.0,3.0,3,14.0,Relatively New,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
flat,bptp terra,sector 37,1.8,8215.0,4.0,3.0,3,12.0,Relatively New,1976.4175257731958,1.0,0.0,0.0,0.0,0.0,0.0,144.0
flat,dlf the crest,sector 54,11.0,35484.0,4.0,5.0,3,7.0,Relatively New,2790.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,tulip violet,sector 69,1.38,8972.0,3.0,3.0,1,12.0,Relatively New,1387.3711340206187,0.0,0.0,0.0,0.0,0.0,0.0,157.0
house,independant,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
flat,dlf the primus,sector 82,2.2,10516.0,3.0,3.0,3,16.0,Relatively New,1887.1134020618558,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,eldeco accolade,sector 33,1.2,8043.0,2.0,2.0,2,0.0,New Property,1492.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0
house,dlf city plots phase 2,sector 25,6.5,33592.0,3.0,9.0,3+,3.0,Old Property,1935.0,1.0,1.0,1.0,1.0,0.0,0.0,142.0
flat,umang monsoon breeze,sector 78,1.2,6493.0,3.0,3.0,2,8.0,Moderately Old,1846.4195876288659,0.0,0.0,0.0,1.0,0.0,0.0,8.0
flat,dlf the primus,sector 82,2.6,11438.0,4.0,4.0,3,2.0,Relatively New,2273.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4.0,4.0,3,9.0,Moderately Old,9000.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0
flat,sbtl caladium,sector 109,1.35,7180.0,3.0,2.0,3,12.0,Relatively New,1355.5381443298968,0.0,0.0,0.0,0.0,0.0,0.0,128.0
flat,kiran residency,sector 56,1.5,6648.0,3.0,5.0,3,4.0,Moderately Old,2250.0,1.0,0.0,0.0,1.0,0.0,0.0,134.0
flat,experion the heartsong,sector 108,1.25,9259.0,3.0,3.0,3,1.0,Relatively New,1500.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2,11.0,Relatively New,476.03231443298966,0.0,0.0,0.0,0.0,0.0,0.0,64.0
flat,ashok vihar phase 2,sector 3,0.28,4307.0,2.0,2.0,1,3.0,Relatively New,540.6701030927835,0.0,0.0,0.0,0.0,0.0,0.0,64.0
house,independant,sector 4,4.12,8889.0,2.0,1.0,3+,2.0,Moderately Old,4635.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,signature global park,sohna road,0.75,6938.0,3.0,2.0,3,4.0,New Property,972.9,0.0,0.0,0.0,0.0,0.0,1.0,101.0
flat,raheja vedas,sector 108,2.15,4134.0,3.0,4.0,3,12.0,Relatively New,4600.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,eldeco accolade,sohna road,0.95,6178.0,2.0,2.0,3,8.0,Under Construction,1050.0,1.0,0.0,0.0,0.0,1.0,1.0,72.0
house,independant,sector 45,10.0,30864.0,6.0,6.0,3+,4.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,70.0
flat,emaar mgf the palm drive,sector 66,3.2,17777.0,3.0,3.0,3,12.0,Relatively New,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,117.0
flat,tulip violet,sector 69,1.4,8840.0,3.0,3.0,2,1.0,Relatively New,1423.4536082474226,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,ramprastha skyz,sector 37,1.25,7250.0,3.0,3.0,3,2.0,Relatively New,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
house,independant,sector 25,13.0,45710.0,6.0,8.0,3+,2.0,Relatively New,2844.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
house,ansals palam vihar,sector 2,9.0,19231.0,5.0,5.0,2,2.0,Old Property,4680.0,1.0,1.0,1.0,1.0,0.0,0.0,110.0
flat,eldeco accolade,sohna road,0.78,5422.0,2.0,2.0,2,7.0,Relatively New,1314.3041237113403,1.0,0.0,0.0,0.0,0.0,0.0,137.0
flat,krishna appartment,sector 12,0.35,3500.0,3.0,3.0,1,2.0,Old Property,902.0618556701031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,ansal api esencia,sector 67,1.85,8222.0,3.0,3.0,3,1.0,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,godrej nature plus,sector 33,1.5,9677.0,3.0,3.0,3,6.0,Under Construction,1398.1958762886597,1.0,0.0,0.0,0.0,0.0,0.0,72.0
house,independant,sector 3,0.8,8155.0,2.0,4.0,1,2.0,Moderately Old,981.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,signature global solera,sector 107,0.5,7692.0,2.0,2.0,1,11.0,Relatively New,492.5257731958763,0.0,0.0,0.0,0.0,0.0,1.0,55.0
flat,ireo victory valley,sector 67,2.87,11903.0,3.0,3.0,3,16.0,Relatively New,2411.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independant,sector 57,3.49,20197.0,4.0,4.0,2,3.0,Moderately Old,1728.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3.0,3.0,3,3.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,1.0,60.0
flat,mvn athens,sohna road,0.25,4258.0,2.0,2.0,1,0.0,Relatively New,587.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0
flat,godrej summit,sector 104,0.75,5910.0,2.0,2.0,3,6.0,Relatively New,1144.7164948453608,0.0,0.0,0.0,0.0,1.0,0.0,79.0
flat,ashiana mulberry,sohna road,0.9,6143.0,2.0,2.0,3,7.0,Moderately Old,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0
flat,godrej nature plus,sector 33,1.08,13126.0,2.0,2.0,3,8.0,New Property,68.79599999999999,0.0,0.0,0.0,0.0,0.0,1.0,56.0
flat,bestech park view ananda,sector 81,1.35,7541.0,3.0,3.0,3,8.0,Old Property,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
flat,puri diplomatic greens,sector 111,3.45,11694.0,4.0,5.0,3,9.0,Relatively New,2661.082474226804,0.0,1.0,0.0,0.0,0.0,1.0,68.0
flat,ss the leaf,sector 85,1.3,7926.0,2.0,2.0,2,17.0,New Property,1479.381443298969,0.0,0.0,0.0,0.0,0.0,1.0,90.0
flat,bestech park view ananda,sector 81,0.95,6985.0,2.0,2.0,2,13.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0
flat,greenopolis,sector 89,0.8,4820.0,2.0,3.0,3,8.0,Under Construction,1497.4226804123712,1.0,0.0,0.0,0.0,1.0,1.0,60.0
flat,parsvnath green ville,sector 48,1.42,8606.0,3.0,3.0,3,1.0,Moderately Old,1488.4020618556701,0.0,0.0,1.0,0.0,0.0,0.0,174.0
flat,kamroon court,sector 43,2.75,13750.0,3.0,4.0,3,5.0,Moderately Old,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,godrej nature plus,sector 33,1.65,8266.0,3.0,3.0,3,2.0,New Property,1796.3999999999999,0.0,1.0,0.0,0.0,0.0,1.0,37.0
flat,la vida by tata housing,sector 113,2.85,12855.0,3.0,3.0,3,10.0,New Property,2217.0,0.0,1.0,0.0,0.0,0.0,1.0,72.0
flat,shri banke bihari society,sector 56,1.35,9642.0,3.0,3.0,3,4.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3.0,3.0,2,2.0,Relatively New,1597.5,0.0,0.0,0.0,0.0,0.0,0.0,113.0
flat,ss the leaf,sector 85,1.07,6524.0,2.0,2.0,3,21.0,Relatively New,1479.381443298969,0.0,0.0,0.0,1.0,0.0,1.0,67.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17729.0,3.0,3.0,3,1.0,Relatively New,1456.0,0.0,0.0,1.0,0.0,0.0,1.0,139.0
flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,4.0,4.0,3,2.0,Relatively New,2210.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0
flat,la vida by tata housing,sector 113,1.65,10449.0,3.0,2.0,2,3.0,Relatively New,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,shree vardhman flora,sector 90,0.66,5076.0,2.0,2.0,3,4.0,Relatively New,1018.340206185567,1.0,0.0,0.0,0.0,0.0,1.0,119.0
house,independant,sector 14,3.4,15111.0,3.0,3.0,3,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
flat,bptp amstoria,sector 102,1.9,8444.0,3.0,3.0,3,1.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,vatika city,sector 49,1.69,8622.0,3.0,3.0,3,3.0,Moderately Old,1764.0,0.0,0.0,0.0,1.0,0.0,1.0,136.0
flat,ild grand centra,sector 37,0.95,5220.0,3.0,1.0,N,0.0,Relatively New,1820.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,paras dews,sector 106,2.1,8917.0,4.0,6.0,3,6.0,Relatively New,2124.355670103093,0.0,1.0,0.0,0.0,1.0,1.0,60.0
house,independant,sector 45,16.0,35003.0,6.0,7.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,105.0
flat,mapsko mount ville,sector 79,1.1,12732.0,3.0,3.0,3,22.0,Relatively New,1060.7955824742269,1.0,0.0,0.0,1.0,0.0,0.0,135.0
flat,aardhya homesh,sector 67,1.85,8043.0,4.0,4.0,N,4.0,Relatively New,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej habitat,sector 3,1.1,10410.0,2.0,2.0,2,14.0,Under Construction,953.1005154639175,0.0,0.0,0.0,0.0,0.0,1.0,60.0
flat,dlf new town heights,sector 90,1.8,6600.0,4.0,4.0,3,23.0,Moderately Old,2459.9226804123714,0.0,0.0,0.0,0.0,0.0,1.0,67.0
flat,ansal housing highland park,sector 103,1.1,6242.0,3.0,3.0,3,7.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0
flat,dlf the ultima,sector 81,3.5,11686.0,4.0,5.0,3,7.0,Relatively New,2340.8376288659792,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,5.0,N,0.0,Relatively New,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
flat,m3m skywalk,sector 74,1.48,12333.0,2.0,2.0,3,13.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,1.0,158.0
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,4.0,New Property,1035.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0
flat,m3m woodshire,sector 107,0.9,6588.0,2.0,2.0,3,14.0,New Property,1232.2164948453608,0.0,0.0,0.0,0.0,0.0,1.0,67.0
house,independant,sector 4,0.47,10601.0,2.0,2.0,1,2.0,New Property,50.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0
flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,8.0,Relatively New,2027.4742268041236,0.0,0.0,0.0,0.0,1.0,0.0,49.0
house,bhim garh kheri,sector 3,1.5,7576.0,7.0,2.0,0,1.0,Relatively New,1980.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,experion windchants,sector 112,4.75,12622.0,3.0,5.0,3,4.0,Relatively New,3394.458762886598,0.0,1.0,0.0,0.0,0.0,0.0,42.0
flat,satya the hermitage,sector 103,0.89,6137.0,2.0,3.0,3,1.0,Relatively New,1140.4448453608247,0.0,1.0,0.0,0.0,0.0,0.0,75.0
flat,orchid petals,sector 49,4.16,11700.0,5.0,4.0,3,14.0,Relatively New,3208.634020618557,1.0,1.0,0.0,0.0,0.0,1.0,40.0
flat,park view apartment,sector 56,1.74,7565.0,3.0,3.0,3,2.0,Old Property,2400.0,0.0,1.0,0.0,1.0,0.0,0.0,104.0
house,independant,sector 24,2.75,7666.0,7.0,7.0,3+,3.0,Moderately Old,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
house,indiabulls centrum park,sector 103,3.25,8125.0,4.0,3.0,3+,20.0,Relatively New,4000.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0
flat,raheja sampada,sector 92,0.9,6569.0,3.0,2.0,3,11.0,Relatively New,1235.8247422680413,0.0,0.0,0.0,0.0,0.0,1.0,88.0
flat,vatika city,sector 49,1.79,12785.0,3.0,3.0,3,9.0,Old Property,1260.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0
house,ansals florence villa,sector 57,6.0,22222.0,4.0,5.0,2,2.0,Old Property,2700.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.0,3.0,3.0,3,5.0,Relatively New,1650.0,0.0,1.0,1.0,0.0,0.0,0.0,108.0
flat,signature global synera,sector 81,0.39,6500.0,2.0,2.0,2,6.0,Relatively New,540.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0
flat,tata primanti,sector 72,3.3,15102.0,3.0,4.0,3,15.0,New Property,2185.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,paras dews,sector 106,0.95,6859.0,2.0,2.0,3,2.0,Relatively New,940.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,orris aster court premier,sector 85,1.49,5820.0,4.0,5.0,3,10.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0
flat,imperia the esfera,sector 37,0.87,5513.0,2.0,3.0,3,5.0,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,1.0,109.0
house,independant,sector 3,0.92,15257.0,4.0,1.0,0,1.0,Relatively New,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 46,2.2,24202.0,3.0,3.0,2,3.0,Old Property,909.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0
flat,vatika lifestyle homes,sector 83,1.1,6267.0,3.0,3.0,2,8.0,Relatively New,1583.118556701031,1.0,0.0,1.0,1.0,0.0,0.0,174.0
flat,trisara our homes 3,sohna road,0.34,5405.0,2.0,2.0,1,0.0,New Property,566.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,pivotal devaan,sector 84,0.34,7039.0,2.0,2.0,1,1.0,Relatively New,434.7,0.0,0.0,1.0,0.0,0.0,0.0,84.0
flat,pareena laxmi apartments,sector 99,0.32,5521.0,2.0,2.0,1,2.0,New Property,515.9192835051547,0.0,0.0,0.0,0.0,0.0,1.0,43.0
flat,tata primanti,sector 72,3.4,15560.0,3.0,4.0,3,9.0,Moderately Old,2185.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0
flat,tulip violet,sector 69,1.52,9632.0,3.0,3.0,2,4.0,Relatively New,1423.4536082474226,0.0,0.0,0.0,1.0,0.0,0.0,156.0
flat,smart world orchard,sector 61,2.6,14723.0,3.0,3.0,2,2.0,New Property,1766.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0
house,independant,sohna road road,1.2,22297.0,1.0,4.0,3+,4.0,Old Property,535.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,raheja navodaya,sector 92,1.1,4681.0,3.0,2.0,3,0.0,Relatively New,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ss the leaf,sector 85,1.31,7987.0,2.0,2.0,2,5.0,Relatively New,1476.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0
flat,tulip violet,sector 69,1.38,8966.0,3.0,3.0,1,12.0,Relatively New,1387.3711340206187,0.0,0.0,0.0,1.0,0.0,0.0,86.0
house,dlf gardencity enclave,sector 93,1.3,11284.0,3.0,2.0,1,3.0,Relatively New,1152.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0
flat,whiteland blissville,sector 76,1.9,11363.0,3.0,3.0,2,0.0,Under Construction,1508.2474226804125,0.0,0.0,0.0,0.0,0.0,1.0,61.0
flat,microtek greenburg,sector 86,1.65,8707.0,3.0,4.0,3,8.0,Relatively New,1709.4072164948454,0.0,1.0,0.0,0.0,0.0,0.0,124.0
flat,central park flower valley cerise floors,sector 33,1.3,10743.0,2.0,2.0,2,3.0,New Property,1091.4948453608247,1.0,0.0,0.0,0.0,0.0,1.0,22.0
flat,ss the leaf,sector 85,1.2,12371.0,2.0,2.0,2,4.0,Relatively New,1190.0,0.0,1.0,1.0,0.0,0.0,0.0,81.0
flat,corona gracieux,sector 76,1.05,5949.0,3.0,3.0,3,7.0,Relatively New,1592.139175257732,0.0,0.0,0.0,0.0,0.0,0.0,133.0
flat,signature global park,sohna road,0.65,7299.0,2.0,2.0,3,1.0,New Property,822.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
flat,experion the heartsong,sector 108,0.9,7014.0,2.0,3.0,3,2.0,Relatively New,978.23,0.0,1.0,0.0,0.0,0.0,0.0,94.0
house,independant,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bestech park view city,sector 48,4.25,9334.0,4.0,5.0,3,14.0,Moderately Old,4107.087628865979,1.0,0.0,0.0,0.0,0.0,0.0,81.0
flat,sunischit apartments,sector 54,1.75,7954.0,3.0,4.0,3,5.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0
flat,dlf the primus,sector 82,2.95,11451.0,4.0,5.0,3,10.0,Relatively New,2576.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,m3m latitude,sector 65,4.6,26791.0,3.0,3.0,3,7.0,New Property,1717.0,1.0,1.0,1.0,1.0,0.0,0.0,115.0
flat,ambience creacions,sector 22,1.99,14420.0,2.0,2.0,2,9.0,New Property,1285.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0
house,independant,sector 23,5.5,21825.0,8.0,8.0,2,3.0,Moderately Old,2520.0,1.0,1.0,0.0,1.0,0.0,0.0,76.0
house,independant,sector 105,0.5,5556.0,2.0,2.0,0,1.0,Moderately Old,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3,13.0,Relatively New,2620.4896907216494,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,indiabulls enigma,sector 110,3.45,10147.0,4.0,4.0,3,9.0,Moderately Old,3067.0103092783506,0.0,1.0,0.0,0.0,0.0,0.0,125.0
flat,emaar digihomes,sector 62,2.1,13925.0,2.0,2.0,3,12.0,New Property,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,ss the leaf,sector 85,1.84,7641.0,3.0,4.0,3,8.0,Relatively New,1844.3324742268042,0.0,0.0,0.0,1.0,0.0,0.0,158.0
flat,m3m merlin,sector 67,3.5,14583.0,3.0,4.0,3,17.0,Relatively New,2004.9742268041236,0.0,1.0,1.0,0.0,0.0,0.0,167.0
house,vipul tatvam villa,sector 48,5.5,21219.0,3.0,6.0,2,2.0,Moderately Old,2592.0,0.0,1.0,0.0,0.0,1.0,0.0,106.0
flat,eldeco accolade,sohna road,1.14,6530.0,3.0,3.0,3,4.0,Relatively New,1267.6551546391752,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,signature global rosellia,sector 95,0.45,8754.0,2.0,2.0,2,14.0,New Property,462.59999999999997,0.0,0.0,0.0,0.0,0.0,1.0,24.0
house,dlf city plots,sector 26,13.5,29880.0,5.0,5.0,3,2.0,Old Property,4518.0,1.0,1.0,1.0,1.0,0.0,0.0,110.0
house,independant,sector 28,4.5,13889.0,4.0,4.0,0,4.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats tourmaline,sector 109,2.95,9365.0,4.0,5.0,3,10.0,Relatively New,2841.494845360825,0.0,1.0,0.0,0.0,0.0,1.0,101.0
house,bptp visionnaire,sector 70,5.25,20115.0,5.0,4.0,3+,3.0,New Property,2610.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3,6.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
house,independant,sector 26,8.9,32963.0,4.0,4.0,3+,2.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,82.0
house,independant,sector 2,5.6,17284.0,8.0,6.0,3+,2.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
house,independant,sector 46,2.4,2963.0,4.0,4.0,3,3.0,Moderately Old,900.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0
house,independant,sector 50,7.0,23333.0,4.0,4.0,2,3.0,Old Property,3400.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0
flat,saan verdante,sector 95,2.0,10178.0,3.0,4.0,3,5.0,New Property,1757.0257731958764,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,smart world orchard,sector 61,2.24,14460.0,3.0,3.0,2,3.0,New Property,1397.2938144329896,0.0,0.0,0.0,0.0,1.0,1.0,61.0
flat,ireo victory valley,sector 67,3.05,12650.0,3.0,3.0,3,21.0,Relatively New,2411.0,0.0,1.0,0.0,0.0,0.0,0.0,157.0
house,ansal sushant residency,sector 57,4.6,17037.0,6.0,6.0,3,3.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,102.0
flat,emaar palm gardens,sector 83,1.8,9473.0,3.0,4.0,3,4.0,Relatively New,1416.907262886598,1.0,1.0,1.0,1.0,0.0,0.0,174.0
flat,signature global park,sohna road,0.75,6938.0,2.0,2.0,N,1.0,Relatively New,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,dlf new town heights,sector 86,1.55,6578.0,4.0,4.0,3,12.0,Moderately Old,1850.1288659793815,0.0,1.0,0.0,1.0,0.0,0.0,120.0
flat,tulip violet,sector 69,1.3,8283.0,3.0,3.0,1,12.0,Relatively New,1414.4329896907218,0.0,0.0,0.0,1.0,0.0,0.0,86.0
house,independant,sector 7,0.66,12000.0,3.0,1.0,1,3.0,Relatively New,550.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0
